Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
Walker Kessler,C,21,UTA,74,40,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,12425.0,Walker Kessler,UTA,21.0,213.36,111.13004,Auburn,USA,2022,1,22,74.0,9.2,8.4,0.9,3.0,0.133,0.205,0.13,0.7020000000000001,0.057,2022-23
Braxton Key,SF,25,DET,3,0,3.0,0.3,0.3,1.0,0.0,0.0,0.0,0.3,0.3,1.0,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,12644.0,Braxton Key,DET,26.0,203.2,102.0582,Virginia,USA,Undrafted,Undrafted,Undrafted,3.0,1.3,0.3,0.0,-4.5,0.0,0.067,0.091,1.064,0.0,2022-23
Louis King,SF,23,PHI,1,0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,12748.0,Louis King,PHI,24.0,200.66,92.98636,Oregon,USA,Undrafted,Undrafted,Undrafted,1.0,20.0,4.0,2.0,5.2,0.067,0.074,0.205,0.7440000000000001,0.091,2022-23
Corey Kispert,SF,23,WAS,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,12624.0,Corey Kispert,WAS,24.0,198.12,101.604608,Gonzaga,USA,2021,1,15,74.0,11.1,2.8,1.2,-3.2,0.016,0.0819999999999999,0.139,0.657,0.0559999999999999,2022-23
Maxi Kleber,C,31,DAL,37,5,25.1,2.1,4.6,0.456,1.1,3.0,0.348,1.0,1.5,0.667,0.571,0.7,1.0,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,12720.0,Maxi Kleber,DAL,31.0,208.28,108.86208,None,Germany,Undrafted,Undrafted,Undrafted,37.0,5.9,3.6,1.4,-2.9,0.033,0.1159999999999999,0.1,0.5920000000000001,0.079,2022-23
Nathan Knight,PF,25,MIN,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1.0,1.6,0.644,0.617,1.0,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,12347.0,Nathan Knight,MIN,25.0,203.2,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,38.0,3.7,1.5,0.3,-2.3,0.072,0.118,0.177,0.655,0.065,2022-23
Kevin Knox,PF-SF,23,TOT,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,,,,,,,,,,,,,,,,,,,,,,
Kevin Knox,PF,23,DET,42,1,14.1,2.0,4.3,0.469,1.0,2.8,0.371,1.0,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,,,,,,,,,,,,,,,,,,,,,,
Kevin Knox,SF,23,POR,21,4,17.1,3.2,7.3,0.444,1.0,3.3,0.314,2.2,4.0,0.554,0.516,1.0,1.3,0.741,0.7,2.6,3.3,0.9,0.5,0.0,0.9,1.0,8.5,,,,,,,,,,,,,,,,,,,,,,
Christian Koloko,C,22,TOR,58,19,13.8,1.2,2.6,0.48,0.0,0.2,0.083,1.2,2.4,0.514,0.483,0.6,1.0,0.627,1.4,1.5,2.9,0.5,0.4,1.0,0.3,2.2,3.1,12614.0,Christian Koloko,TOR,23.0,213.36,104.32616,Arizona,Cameroon,2022,2,33,58.0,3.1,2.9,0.5,9.0,0.094,0.11,0.1,0.517,0.05,2022-23
John Konchar,SG,26,MEM,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2.0,0.545,0.525,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,12821.0,John Konchar,MEM,27.0,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,72.0,5.1,4.3,1.4,7.0,0.04,0.152,0.1,0.542,0.0819999999999999,2022-23
Furkan Korkmaz,SG,25,PHI,37,0,9.5,1.3,3.0,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1.0,0.722,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,12557.0,Furkan Korkmaz,PHI,25.0,200.66,91.625584,None,Turkey,2016,1,26,37.0,3.8,1.1,0.6,1.4,0.017,0.099,0.176,0.552,0.091,2022-23
Luke Kornet,C,27,BOS,69,0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,12744.0,Luke Kornet,BOS,27.0,218.44,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,69.0,3.8,2.9,0.8,3.9,0.106,0.125,0.111,0.6970000000000001,0.093,2022-23
Vit Krejci,PG,22,ATL,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0.473,0.0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2,12426.0,Vit Krejci,ATL,23.0,203.2,88.45044,None,Czech Republic,2020,2,37,29.0,1.2,0.9,0.6,-1.8,0.036,0.125,0.108,0.475,0.1369999999999999,2022-23
Jonathan Kuminga,PF,20,GSW,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,12801.0,Jonathan Kuminga,GSW,20.0,200.66,102.0582,None,DRC,2021,1,7,67.0,9.9,3.4,1.9,-1.4,0.052,0.113,0.195,0.597,0.132,2022-23
Kyle Kuzma,PF,27,WAS,64,64,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,12702.0,Kyle Kuzma,WAS,27.0,205.74,100.243832,Utah,USA,2017,1,27,64.0,21.2,7.2,3.7,0.3,0.025,0.172,0.273,0.544,0.1639999999999999,2022-23
Anthony Lamb,SF,25,GSW,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,12566.0,Anthony Lamb,GSW,25.0,198.12,102.965384,Vermont,USA,Undrafted,Undrafted,Undrafted,62.0,6.7,3.5,1.5,1.7,0.047,0.129,0.136,0.61,0.111,2022-23
Jock Landale,C,27,PHO,69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1.0,0.2,0.4,0.9,1.8,6.6,12835.0,Jock Landale,PHX,27.0,210.82,115.66596,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,69.0,6.6,4.1,1.0,7.9,0.114,0.1639999999999999,0.182,0.595,0.1009999999999999,2022-23
Romeo Langford,SG,23,SAS,43,21,19.6,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,12336.0,Romeo Langford,SAS,23.0,195.58,97.975872,Indiana,USA,2019,1,14,43.0,6.9,2.7,1.2,-8.5,0.06,0.067,0.148,0.524,0.08,2022-23
Jake LaRavia,PF,21,MEM,35,0,11.8,1.1,2.7,0.389,0.7,2.0,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,12793.0,Jake LaRavia,MEM,21.0,200.66,106.59412,Wake Forest,USA,2022,1,19,35.0,3.0,1.8,0.6,-7.6,0.044,0.1,0.1169999999999999,0.531,0.068,2022-23
Zach LaVine,SG,27,CHI,77,77,35.9,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,12413.0,Zach LaVine,CHI,28.0,195.58,90.7184,UCLA,USA,2014,1,13,77.0,24.8,4.5,4.2,0.3,0.016,0.108,0.278,0.607,0.187,2022-23
A.J. Lawson,SG,22,TOT,15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.7,12588.0,A.J. Lawson,DAL,22.0,198.12,81.19296800000001,South Carolina,Canada,Undrafted,Undrafted,Undrafted,15.0,3.7,1.4,0.1,-20.1,0.046,0.152,0.1889999999999999,0.589,0.032,2022-23
A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12588.0,A.J. Lawson,DAL,22.0,198.12,81.19296800000001,South Carolina,Canada,Undrafted,Undrafted,Undrafted,15.0,3.7,1.4,0.1,-20.1,0.046,0.152,0.1889999999999999,0.589,0.032,2022-23
A.J. Lawson,SG,22,DAL,14,0,7.6,1.5,3.1,0.488,0.7,1.8,0.4,0.8,1.3,0.611,0.605,0.1,0.6,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.9,12588.0,A.J. Lawson,DAL,22.0,198.12,81.19296800000001,South Carolina,Canada,Undrafted,Undrafted,Undrafted,15.0,3.7,1.4,0.1,-20.1,0.046,0.152,0.1889999999999999,0.589,0.032,2022-23
Damion Lee,SG,30,PHO,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,12563.0,Damion Lee,PHX,30.0,195.58,95.25432,Drexel,USA,Undrafted,Undrafted,Undrafted,74.0,8.2,3.0,1.3,2.7,0.024,0.124,0.155,0.607,0.092,2022-23
Saben Lee,PG,23,TOT,25,1,14.9,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0,12328.0,Saben Lee,PHX,24.0,187.96,83.007336,Vanderbilt,USA,2020,2,38,25.0,6.0,1.8,2.7,-4.4,0.03,0.0819999999999999,0.184,0.517,0.278,2022-23
Saben Lee,PG,23,PHI,2,0,5.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,12328.0,Saben Lee,PHX,24.0,187.96,83.007336,Vanderbilt,USA,2020,2,38,25.0,6.0,1.8,2.7,-4.4,0.03,0.0819999999999999,0.184,0.517,0.278,2022-23
Saben Lee,PG,23,PHO,23,1,15.8,2.0,5.1,0.393,0.5,1.3,0.379,1.5,3.8,0.398,0.44,1.8,2.5,0.737,0.6,1.4,2.0,2.8,0.8,0.0,0.9,1.3,6.3,12328.0,Saben Lee,PHX,24.0,187.96,83.007336,Vanderbilt,USA,2020,2,38,25.0,6.0,1.8,2.7,-4.4,0.03,0.0819999999999999,0.184,0.517,0.278,2022-23
Alex Len,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,12600.0,Alex Len,SAC,30.0,218.44,113.398,Maryland,Ukraine,2013,1,5,26.0,1.7,2.3,0.5,6.6,0.143,0.1939999999999999,0.132,0.58,0.099,2022-23
Kawhi Leonard,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,12692.0,Kawhi Leonard,LAC,32.0,200.66,102.0582,San Diego State,USA,2011,1,15,52.0,23.8,6.5,3.9,6.1,0.034,0.16,0.267,0.623,0.19,2022-23
Meyers Leonard,C,30,MIL,9,2,12.7,1.6,3.2,0.483,0.8,2.0,0.389,0.8,1.2,0.636,0.603,0.9,1.0,0.889,1.3,2.4,3.8,0.1,0.2,0.0,0.7,1.8,4.8,12722.0,Meyers Leonard,MIL,31.0,213.36,117.93392,Illinois,USA,2012,1,11,9.0,4.8,3.8,0.1,-12.5,0.103,0.195,0.14,0.652,0.012,2022-23
Caris LeVert,SG,28,CLE,74,30,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,12649.0,Caris LeVert,CLE,28.0,198.12,92.98636,Michigan,USA,2016,1,20,74.0,12.1,3.8,3.9,4.5,0.024,0.105,0.183,0.546,0.182,2022-23
Kira Lewis Jr.,PG,21,NOP,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6,12673.0,Kira Lewis Jr.,NOP,22.0,185.42,77.11064,Alabama,USA,2020,1,13,25.0,4.6,1.3,0.9,11.2,0.021,0.109,0.192,0.584,0.1369999999999999,2022-23
Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,12564.0,Damian Lillard,POR,32.0,187.96,88.45044,Weber State,USA,2012,1,6,58.0,32.2,4.8,7.3,2.1,0.022,0.1119999999999999,0.331,0.645,0.3379999999999999,2022-23
Nassir Little,SF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,12348.0,Nassir Little,POR,23.0,195.58,99.79024,North Carolina,USA,2019,1,25,54.0,6.6,2.6,0.9,-8.8,0.0279999999999999,0.122,0.158,0.555,0.075,2022-23
Isaiah Livers,PF,24,DET,52,22,23.1,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7,12609.0,Isaiah Livers,DET,24.0,198.12,105.233344,Michigan,USA,2021,2,42,52.0,6.7,2.8,0.8,-7.8,0.023,0.096,0.1169999999999999,0.5670000000000001,0.048,2022-23
Kenneth Lofton Jr.,PF,20,MEM,24,1,7.3,2.0,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5.0,12701.0,Kenneth Lofton Jr.,MEM,20.0,198.12,124.7378,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,24.0,5.0,2.1,0.8,-13.4,0.0969999999999999,0.198,0.267,0.5720000000000001,0.198,2022-23
Kevon Looney,C,26,GSW,82,70,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,12669.0,Kevon Looney,GSW,27.0,205.74,100.697424,UCLA,USA,2015,1,30,82.0,7.0,9.3,2.5,4.4,0.135,0.2339999999999999,0.104,0.639,0.136,2022-23
Brook Lopez,C,34,MIL,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,12611.0,Brook Lopez,MIL,35.0,215.9,127.912944,Stanford,USA,2008,1,10,78.0,15.9,6.7,1.3,7.1,0.064,0.135,0.187,0.63,0.06,2022-23
Robin Lopez,C,34,CLE,37,2,8.1,1.3,2.0,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,12338.0,Robin Lopez,CLE,35.0,213.36,127.459352,Stanford,USA,2008,1,15,37.0,3.0,1.4,0.5,-8.7,0.075,0.0969999999999999,0.156,0.675,0.105,2022-23
Kevin Love,PF,34,TOT,62,20,20.0,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,12666.0,Kevin Love,MIA,34.0,203.2,113.851592,UCLA,USA,2008,1,5,62.0,8.2,6.4,1.9,3.9,0.05,0.287,0.185,0.5479999999999999,0.131,2022-23
Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,0.389,1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,12666.0,Kevin Love,MIA,34.0,203.2,113.851592,UCLA,USA,2008,1,5,62.0,8.2,6.4,1.9,3.9,0.05,0.287,0.185,0.5479999999999999,0.131,2022-23
Kevin Love,PF,34,MIA,21,17,20.0,2.6,6.6,0.388,1.4,4.8,0.297,1.1,1.8,0.632,0.496,1.1,1.3,0.857,0.8,4.9,5.7,1.9,0.4,0.2,1.1,1.5,7.7,12666.0,Kevin Love,MIA,34.0,203.2,113.851592,UCLA,USA,2008,1,5,62.0,8.2,6.4,1.9,3.9,0.05,0.287,0.185,0.5479999999999999,0.131,2022-23
Kyle Lowry,PG,36,MIA,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,12703.0,Kyle Lowry,MIA,37.0,182.88,88.904032,Villanova,USA,2006,1,24,55.0,11.2,4.1,5.1,1.1,0.025,0.1119999999999999,0.162,0.565,0.233,2022-23
Trey Lyles,PF,27,SAC,74,0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,0.565,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,12402.0,Trey Lyles,SAC,27.0,205.74,106.140528,Kentucky,Canada,2015,1,12,74.0,7.6,4.1,0.9,4.0,0.054,0.184,0.174,0.607,0.073,2022-23
Théo Maledon,PG,21,CHO,44,7,19.4,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,0.457,1.4,1.7,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7,,,,,,,,,,,,,,,,,,,,,,
Sandro Mamukelashvili,C,23,TOT,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3.0,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,12385.0,Sandro Mamukelashvili,SAS,24.0,208.28,108.86208,Seton Hall,Georgia,2021,2,54,43.0,6.1,4.3,1.4,-10.1,0.093,0.178,0.177,0.516,0.134,2022-23
Sandro Mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,12385.0,Sandro Mamukelashvili,SAS,24.0,208.28,108.86208,Seton Hall,Georgia,2021,2,54,43.0,6.1,4.3,1.4,-10.1,0.093,0.178,0.177,0.516,0.134,2022-23
Sandro Mamukelashvili,C,23,SAS,19,7,23.3,4.1,9.1,0.453,1.2,3.5,0.343,2.9,5.5,0.524,0.52,1.4,2.1,0.692,2.7,4.1,6.8,2.4,0.5,0.4,1.4,1.7,10.8,12385.0,Sandro Mamukelashvili,SAS,24.0,208.28,108.86208,Seton Hall,Georgia,2021,2,54,43.0,6.1,4.3,1.4,-10.1,0.093,0.178,0.177,0.516,0.134,2022-23
Terance Mann,SG,26,LAC,81,36,23.1,3.4,6.5,0.519,1.0,2.4,0.389,2.4,4.0,0.598,0.593,1.1,1.5,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8,12466.0,Terance Mann,LAC,26.0,195.58,97.52228,Florida State,USA,2019,2,48,81.0,8.8,3.4,2.3,0.3,0.042,0.107,0.149,0.619,0.139,2022-23
Tre Mann,PG,21,OKC,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,12429.0,Tre Mann,OKC,22.0,190.5,80.73937600000001,Florida,USA,2021,1,18,67.0,7.7,2.3,1.8,1.0,0.021,0.104,0.2,0.492,0.144,2022-23
Boban Marjanovi?,C,34,HOU,31,0,5.5,1.3,1.9,0.683,0.0,0.0,0.0,1.3,1.9,0.695,0.683,0.6,0.9,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,0.3,3.3,,,,,,,,,,,,,,,,,,,,,,
Lauri Markkanen,SF,25,UTA,66,66,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,12732.0,Lauri Markkanen,UTA,26.0,213.36,108.86208,Arizona,Finland,2017,1,7,66.0,25.6,8.6,1.9,3.8,0.055,0.183,0.259,0.6409999999999999,0.086,2022-23
Naji Marshall,SF,25,NOP,77,21,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,9.1,12349.0,Naji Marshall,NOP,25.0,200.66,99.79024,Xavier,USA,Undrafted,Undrafted,Undrafted,77.0,9.1,3.6,2.5,-0.1,0.027,0.132,0.172,0.539,0.147,2022-23
Caleb Martin,PF,27,MIA,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,12645.0,Caleb Martin,MIA,27.0,195.58,92.98636,Nevada,USA,Undrafted,Undrafted,Undrafted,71.0,9.6,4.8,1.6,0.0,0.044,0.13,0.143,0.5710000000000001,0.0819999999999999,2022-23
Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,0.389,0.4,2.0,0.214,1.6,3.1,0.5,0.431,0.6,1.0,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,12619.0,Cody Martin,CHA,27.0,198.12,92.98636,Nevada,USA,2019,2,36,7.0,5.0,3.4,1.6,-9.7,0.0559999999999999,0.109,0.121,0.4479999999999999,0.111,2022-23
Kenyon Martin Jr.,SF,22,HOU,82,49,28.0,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,12659.0,Kenyon Martin Jr.,HOU,22.0,200.66,97.52228,None,USA,2020,2,52,82.0,12.7,5.5,1.5,-8.0,0.052,0.143,0.16,0.635,0.079,2022-23
Tyrese Martin,SG,23,ATL,16,0,4.1,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1.0,0.5,0.413,0.1,0.1,1.0,0.3,0.4,0.8,0.1,0.1,0.0,0.1,0.1,1.3,12394.0,Tyrese Martin,ATL,24.0,198.12,97.52228,Connecticut,USA,2022,2,51,16.0,1.3,0.8,0.1,2.3,0.065,0.109,0.1639999999999999,0.44,0.044,2022-23
Garrison Mathews,SG,26,TOT,54,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1.0,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,12540.0,Garrison Mathews,ATL,26.0,198.12,97.52228,Lipscomb,USA,Undrafted,Undrafted,Undrafted,54.0,4.8,1.4,0.5,-6.4,0.0139999999999999,0.0819999999999999,0.139,0.573,0.057,2022-23
Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1.0,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8,12540.0,Garrison Mathews,ATL,26.0,198.12,97.52228,Lipscomb,USA,Undrafted,Undrafted,Undrafted,54.0,4.8,1.4,0.5,-6.4,0.0139999999999999,0.0819999999999999,0.139,0.573,0.057,2022-23
Garrison Mathews,SG,26,ATL,9,0,9.3,1.4,3.4,0.419,1.1,2.8,0.4,0.3,0.7,0.5,0.581,0.8,0.9,0.875,0.1,1.1,1.2,0.3,0.1,0.1,0.1,0.7,4.8,12540.0,Garrison Mathews,ATL,26.0,198.12,97.52228,Lipscomb,USA,Undrafted,Undrafted,Undrafted,54.0,4.8,1.4,0.5,-6.4,0.0139999999999999,0.0819999999999999,0.139,0.573,0.057,2022-23
Bennedict Mathurin,SF,20,IND,78,17,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,12572.0,Bennedict Mathurin,IND,21.0,195.58,95.25432,Arizona,Canada,2022,1,6,78.0,16.7,4.1,1.5,-4.3,0.037,0.103,0.235,0.5660000000000001,0.078,2022-23
Wesley Matthews,SG,36,MIL,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,12386.0,Wesley Matthews,MIL,36.0,195.58,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,52.0,3.4,2.2,0.7,2.8,0.04,0.087,0.095,0.519,0.053,2022-23
Tyrese Maxey,SG,22,PHI,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,12393.0,Tyrese Maxey,PHI,22.0,187.96,90.7184,Kentucky,USA,2020,1,21,60.0,20.3,2.9,3.5,5.4,0.012,0.079,0.236,0.605,0.1669999999999999,2022-23
Skylar Mays,SG,25,POR,6,6,31.5,5.7,11.3,0.5,2.0,4.3,0.462,3.7,7.0,0.524,0.588,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,12438.0,Skylar Mays,POR,25.0,193.04,92.98636,Louisiana State,USA,2020,2,50,6.0,15.3,3.2,8.3,-16.3,0.01,0.0969999999999999,0.182,0.624,0.368,2022-23
Miles McBride,PG,22,NYK,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,12358.0,Miles McBride,NYK,22.0,187.96,88.45044,West Virginia,USA,2021,2,36,64.0,3.5,0.8,1.1,3.6,0.016,0.047,0.141,0.475,0.13,2022-23
